	Sentence	Level
3153	This house is terrible and I hope you can help me find something better. 	B
3154	I would like you to come to a picnic on Saturday. 	B
3155	I would like you to come to my office on 16th of May to discuss the terms of the contract. 	B
3156	Your parents want you to go on holiday with them this summer. 	B
3157	You asked me to tell you about one of my friends. 	B
3158	Let me know if it is suitable for you. 	B
3159	She makes me smile when I'm sad. 	B
3160	She always makes me laugh! 	B
3161	You are eighteen now, you can do what you want and they should let you do it. 	B
3162	I think you should talk with your parents and try to make them understand how you feel and what you prefer. 	B
3163	Maybe your parents are afraid of letting you go away by yourself, they still consider you their baby. 	B
3164	 ... we can't avoid using them because we are used to them. 	B
3165	I couldn't stand being there. 	B
3166	Moreover we may consider offering bonus schemes, to increase the staff's loyalty to our company. 	B
3167	If your boss doesn't mind you delaying, it could be a possible solution. 	B
3168	I could not stand people shouting at me, or taking pictures of me all day. It would be horrible. 	B
3169	Oh just one more thing: would you mind me staying in your flat again? 	B
3170	We imagine it being a frozen land, where the people are ?frozen? too - both 'inside' and 'outside'. 	B
3171	He said if you need to change the time, remember to contact him to make a new appointment. 	B
3172	I know it is difficult to get by with such a low salary but I am sure you have not stopped to think twice about your life. 	B
3173	I remember feeling very unhappy and confused all day long. 	B
3174	After I had a baby, I needed to stop working. 	B
3175	"Then I heard someone screaming, I was afraid and I said to the others: ""Let's go out, something is happening"". "	B
3176	I think we can learn nothing by seeing animals out of their habitat: we cannot see them running or eating or hunting. 	B
3177	I would like to see it develop without any pollution and without destroying the environment. 	C
3178	Nowadays, it is very common in Argentina to hear people talk about the economic depression. 	C
3179	We in the student committee would hate to see all that space go to waste. 	C
3180	I am very much aware of my parents? mistakes and would hate to make the same ones. 	C
3181	My home is nice, there is a nice garden. 	A
3182	In my College there is a big library. 	A
3183	In my home there are two bedrooms, there's a kitchen, there's a bathroom and a living-room. 	A
3184	There are two bathrooms. 	A
3185	There are many shops and schools. 	A
3186	I think, in the park there are animals. 	A
3187	I need it because there is some money in it which I have to pay to someone. 	A
3188	There is some information about the new art class. 	A
3189	There's a lot of people there. 	A
3190	There's a lot of clothes but they are very cheap. 	A
3191	You can go to the town centre because there are a lot of shops in the town centre. 	A
3192	It's a very interesting place because there are a lot of pictures. 	A
3193	There isn't any noise. 	B
3194	The spring is the best time because there aren't too many tourists. 	B
3195	"There wasn't any message on it, just a big word ""DIE"". "	B
3196	There weren't any people on the bus she took. 	B
3197	 There will be flying cars and buses, and big houses. 	B
3198	In the countryside there wouldn?t be so many people and there is nothing to do. 	B
3199	In the large school there might be a lot of people that you can meet. 	B
3200	I figured out that there had to be matches somewhere; Bob, who owned the cabin, had told me that it was well equipped. 	B
3201	In the library there needs to be school books and also other books and magazines. 	B
3202	There is going to be a theatre performance, a chess championship and last but not least, swimming races where the participants will win medals and a lot of prizes. 	B
3203	Because today is my birthday. 	A
3204	Martin is from Poland. 	A
3205	My house is very clean. 	A
3206	It looks good on you. 	A
3207	We will really become good pen-friends. 	A
3208	Make sure you wear something over your clothes so that they won't get dirty. 	A
3209	Because it sounds interesting. 	A
3210	I feel sorry for you. I hope you get better as soon as possible. 	A
3211	There are indeed many ways of doing this and it all seems very confusing. 	B
3212	The food is a little bit strange but tastes good. 	B
3213	Now the whole house appeared very unfamiliar to me. 	B
3214	Alice was so unhappy that she remained silent for a long time. 	B
3215	I am writing to inform you that there is some incorrect information which appears in The Student Tourist Guidebook you published last year. 	B
3216	It is 3 hours long, and if you want to pass it you will have to study very hard, it is very difficult. 	A
3217	If you buy a gift for me, please buy a book, because I love to read. 	A
3218	If you agree, we can go shopping after the film. 	A
3219	If you find it, call me. 	A
3220	If you want to come, just tell me. 	A
3221	If I have spare time I always read a book. 	A
3222	If you need to contact me, here is my number: 07938776341, so just call me. 	A
3223	If you need some help I'm here to organise the meeting or to make the invitations. 	A
3224	You can get to my house if you take the number 35 bus. 	A
3225	If you need more information, call me. 	A
3226	Bring some films if you want. 	A
3227	Call me if you like. 	A
3228	Please, come here wearing a white T-shirt and a skirt, or shorts if you prefer. 	A
3229	If you want I can help you with the music. 	A
3230	If you like, you could bring some drinks. 	A
3231	We can go by bus or if you prefer we can go in my car. 	A
3232	I talked to my parents and I think if you tell them your reasons, they will accept it. 	B
3233	I'm sure your parents will be happy if you go with them. 	B
3234	If you live in the countryside you will see beautiful nature. 	B
3235	I think that it would be very good if you start going to the gym or you start cycling. 	B
3236	I would be very glad if you come and visit us. 	B
3237	If you come to Brazil you can stay at my home. 	B
3238	Billy, if you are moving you should think a lot, first you have to go and see the two schools. 	B
3239	However, if you are looking for fun and excitement, I would go for the city. 	B
3240	But if you are going to live in a town you should choose the large school. 	B
3241	In addition, if you are going to travel, please choose your partner very carefully. 	B
3242	Maybe it would be more fun if you went with your friends. 	B
3243	If you went on holiday with your friends, where would you go? 	B
